semicore,predict
Nb,Y
Nb,Nb
Nb,Nb
Nb,Y
Nb,Nb
Nb,Nb
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Y
Mo,Mo
Mo,Hg
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Y
Mo,Hg
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Y
Mo,Mo
