x1,x2,x3,x4,x5,x6,y
2.2,4.840000000000001,10.648000000000003,23.425600000000006,51.53632000000002,0.8084964038195901,0.8923745076569163
2.3000000000000003,5.290000000000001,12.167000000000003,27.984100000000012,64.36343000000004,0.74570521217672,0.610901778320156
2.4000000000000004,5.760000000000002,13.824000000000007,33.17760000000002,79.62624000000005,0.6754631805511506,0.698646480368038
2.5,6.25,15.625,39.0625,97.65625,0.5984721441039565,0.6642887084998428
2.6,6.760000000000001,17.576,45.69760000000001,118.81376000000002,0.5155013718214642,0.5409614357360811
2.7,7.290000000000001,19.683000000000003,53.144100000000016,143.48907000000005,0.4273798802338298,0.5698131002978628
2.8000000000000003,7.840000000000002,21.952000000000005,61.46560000000002,172.10368000000008,0.33498815015590466,0.4157177895925462
2.9000000000000004,8.410000000000002,24.38900000000001,70.72810000000004,205.11149000000012,0.23924932921398198,0.2617922806699505
3.0,9.0,27.0,81.0,243.0,0.1411200080598672,0.10012891316360581
3.1,9.610000000000001,29.791000000000004,92.35210000000001,286.29151,0.04158066243329049,0.10010090049411424
3.2,10.240000000000002,32.76800000000001,104.85760000000002,335.5443200000001,-0.058374143427580086,-0.1470829169327601
3.3000000000000003,10.890000000000002,35.93700000000001,118.59210000000004,391.35393000000016,-0.15774569414324865,-0.1679434539238309
3.4000000000000004,11.560000000000002,39.30400000000001,133.63360000000006,454.35424000000023,-0.25554110202683167,-0.22412370060775594
3.5,12.25,42.875,150.0625,525.21875,-0.35078322768961984,-0.5041175964486605
3.6,12.96,46.656000000000006,167.9616,604.6617600000001,-0.44252044329485246,-0.5651088269614484
3.7,13.690000000000001,50.653000000000006,187.41610000000003,693.4395700000001,-0.5298361409084934,-0.5897191413282847
3.8000000000000003,14.440000000000001,54.872000000000014,208.51360000000005,792.3516800000003,-0.6118578909427193,-0.6584092372571769
3.9000000000000004,15.210000000000003,59.31900000000002,231.34410000000008,902.2419900000004,-0.6877661591839741,-0.7726346756937661
4.0,16.0,64.0,256.0,1024.0,-0.7568024953079282,-0.8414468732793585
4.1000000000000005,16.810000000000006,68.92100000000002,282.57610000000017,1158.5620100000008,-0.8182771110644108,-0.7784828085201766
4.2,17.64,74.08800000000001,311.16960000000006,1306.9123200000004,-0.8715757724135882,-1.020047846579652
4.3,18.49,79.50699999999999,341.88009999999997,1470.0844299999997,-0.9161659367494549,-1.0467247793427588
4.4,19.360000000000003,85.18400000000003,374.8096000000001,1649.1622400000006,-0.951602073889516,-0.9756633913792141
4.5,20.25,91.125,410.0625,1845.28125,-0.977530117665097,-1.0275385734280433
4.6000000000000005,21.160000000000004,97.33600000000003,447.7456000000002,2059.629760000001,-0.9936910036334645,-1.236885972422105
4.7,22.090000000000003,103.82300000000001,487.96810000000005,2293.4500700000003,-0.9999232575641008,-0.8701866324264806
4.800000000000001,23.040000000000006,110.59200000000006,530.8416000000003,2548.0396800000017,-0.9961646088358406,-0.736680954711989
4.9,24.010000000000005,117.64900000000003,576.4801000000002,2824.752490000001,-0.9824526126243325,-0.9918535204068121
5.0,25.0,125.0,625.0,3125.0,-0.9589242746631385,-0.8496963404667333
5.1000000000000005,26.010000000000005,132.65100000000004,676.5201000000003,3450.2525100000016,-0.9258146823277321,-0.9206198161242262
5.2,27.040000000000003,140.608,731.1616000000001,3802.0403200000005,-0.8834546557201531,-0.9266855582762811
5.300000000000001,28.090000000000007,148.87700000000007,789.0481000000004,4181.954930000003,-0.8322674422239008,-0.6716152585578753
5.4,29.160000000000004,157.46400000000003,850.3056000000003,4591.650240000002,-0.7727644875559871,-0.7715279802937134
5.5,30.25,166.375,915.0625,5032.84375,-0.7055403255703919,-0.8547604922755101
5.6000000000000005,31.360000000000007,175.61600000000004,983.4496000000004,5507.317760000003,-0.6312666378723208,-0.5135131337252639
5.7,32.49,185.193,1055.6001,6016.920570000001,-0.5506855425976376,-0.49441286580630683
5.800000000000001,33.64000000000001,195.11200000000008,1131.6496000000006,6563.567680000004,-0.4646021794137566,-0.44711989338656616
5.9,34.81,205.37900000000005,1211.7361000000003,7149.2429900000025,-0.373876664830236,-0.28768644529388265
