semicore,semicorep
Nb,Nb
Nb,Nb
Nb,Sc
Nb,Nb
Nb,Nb
Nb,Nb
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Hg
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
Mo,Hg
Mo,Mo
Mo,Mo
